,Age,Attrition,BusinessTravel,DailtWage,Department,DistanceHome,Education,HourlyWage,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1282,33,0,Travel Rarely,867,Research & Development,8,4,90,Research Scientist,10,8,7,6
1283,28,0,Travel Rarely,1181,Research & Development,1,3,82,Research Scientist,5,3,0,3
1284,39,0,Travel Rarely,1253,Research & Development,10,1,65,Research Director,4,3,2,2
1285,46,0,Non-Travel,849,Sales,26,2,98,Sales Executive,2,2,2,2
1286,40,0,Travel Rarely,616,Research & Development,2,2,99,Laboratory Technician,4,3,0,2
1287,42,0,Travel Rarely,1128,Research & Development,13,3,95,Healthcare Representative,0,0,0,0
1288,35,0,Non-Travel,1180,Research & Development,2,2,90,Manufacturing Director,7,7,1,7
1289,38,0,Non-Travel,1336,Human Resources,2,3,100,Human Resources,11,10,3,8
1290,34,1,Travel Frequently,234,Research & Development,9,4,93,Laboratory Technician,7,1,0,7
1291,37,1,Travel Rarely,370,Research & Development,10,4,58,Manufacturing Director,10,3,0,8
1292,39,0,Travel Frequently,766,Sales,20,3,83,Sales Executive,2,1,2,2
1293,43,0,Non-Travel,343,Research & Development,9,3,52,Research Scientist,3,2,1,2
1294,41,0,Travel Rarely,447,Research & Development,5,3,85,Healthcare Representative,3,2,1,2
1295,41,0,Travel Rarely,796,Sales,4,1,81,Sales Executive,22,14,13,5
1296,30,0,Travel Rarely,1092,Research & Development,10,3,64,Manufacturing Director,7,7,0,2
1297,26,1,Travel Rarely,920,Human Resources,20,2,69,Human Resources,5,1,1,4
1298,46,1,Travel Rarely,261,Research & Development,21,2,66,Healthcare Representative,9,7,3,7
1299,40,0,Travel Rarely,1194,Research & Development,1,3,52,Healthcare Representative,5,3,0,3
1300,34,0,Travel Rarely,810,Sales,8,2,92,Sales Executive,10,8,4,8
1301,58,0,Non-Travel,350,Sales,2,3,52,Manager,16,9,14,14
1302,35,0,Travel Rarely,185,Research & Development,23,4,91,Laboratory Technician,5,4,0,3
1303,47,0,Travel Rarely,1001,Research & Development,4,3,92,Manufacturing Director,22,11,14,10
1304,40,0,Travel Rarely,750,Research & Development,12,3,47,Healthcare Representative,7,4,7,7
1305,54,0,Travel Rarely,431,Research & Development,7,4,68,Research Scientist,7,1,1,7
1306,31,0,Travel Frequently,1125,Sales,7,4,68,Sales Executive,3,2,2,2
1307,28,0,Travel Rarely,1217,Research & Development,1,3,67,Research Scientist,3,2,1,2
1308,38,0,Travel Rarely,723,Sales,2,4,77,Sales Representative,4,2,0,3
1309,26,0,Travel Rarely,572,Sales,10,3,46,Sales Executive,5,3,1,2
1310,58,0,Travel Frequently,1216,Research & Development,15,4,87,Research Director,2,2,2,2
1311,18,0,Non-Travel,1431,Research & Development,14,3,33,Research Scientist,0,0,0,0
1312,31,1,Travel Rarely,359,Human Resources,18,5,89,Human Resources,1,0,0,0
1313,29,1,Travel Rarely,350,Human Resources,13,3,56,Human Resources,2,2,2,0
1314,45,0,Non-Travel,589,Sales,2,4,67,Sales Executive,8,7,5,7
1315,36,0,Travel Rarely,430,Research & Development,2,4,73,Research Scientist,1,0,0,0
1316,43,0,Travel Frequently,1422,Sales,2,4,92,Sales Executive,7,7,7,7
1317,27,0,Travel Frequently,1297,Research & Development,5,2,53,Laboratory Technician,5,4,0,2
1318,29,0,Travel Frequently,574,Research & Development,20,1,40,Laboratory Technician,11,8,3,10
1319,32,0,Travel Frequently,1318,Sales,10,4,79,Sales Executive,0,0,0,0
1320,42,0,Non-Travel,355,Research & Development,10,4,38,Research Scientist,6,3,3,3
1321,47,0,Travel Rarely,207,Research & Development,9,4,64,Laboratory Technician,2,2,2,0
1322,46,0,Travel Rarely,706,Research & Development,2,2,82,Manufacturing Director,9,8,4,7
1323,28,0,Non-Travel,280,Human Resources,1,2,43,Human Resources,3,2,2,2
1324,29,0,Travel Rarely,726,Research & Development,29,1,93,Healthcare Representative,7,0,1,6
1325,42,0,Travel Rarely,1142,Research & Development,8,3,81,Laboratory Technician,0,0,0,0
1326,32,1,Travel Rarely,414,Sales,2,4,82,Sales Executive,2,2,2,2
1327,46,0,Travel Rarely,1319,Sales,3,3,45,Sales Executive,19,17,2,8
1328,27,0,Travel Rarely,728,Sales,23,1,36,Sales Representative,9,8,5,8
1329,29,0,Travel Rarely,352,Human Resources,6,1,87,Human Resources,1,0,0,0
1330,43,0,Travel Rarely,823,Research & Development,6,3,81,Manager,16,12,6,14
1331,48,0,Travel Rarely,1224,Research & Development,10,3,91,Research Director,22,10,12,9
1332,29,1,Travel Frequently,459,Research & Development,24,2,73,Research Scientist,1,0,1,0
1333,46,1,Travel Rarely,1254,Sales,10,3,64,Sales Executive,8,7,0,7
1334,27,0,Travel Frequently,1131,Research & Development,15,3,77,Research Scientist,7,6,7,3
1335,39,0,Travel Rarely,835,Research & Development,19,4,41,Research Scientist,2,2,2,2
1336,55,0,Travel Rarely,836,Research & Development,2,4,98,Research Scientist,5,2,0,4
1337,28,0,Travel Rarely,1172,Sales,3,3,78,Sales Representative,1,0,0,0
1338,30,1,Travel Rarely,945,Sales,9,3,89,Sales Representative,1,0,0,0
1339,22,1,Travel Rarely,391,Research & Development,7,1,75,Research Scientist,1,0,0,0
1340,36,0,Travel Rarely,1266,Sales,10,4,63,Sales Executive,10,9,1,7
1341,31,0,Travel Rarely,311,Research & Development,20,3,89,Laboratory Technician,10,8,0,2
1342,34,0,Travel Rarely,1480,Sales,4,3,64,Sales Executive,5,3,1,0
1343,29,0,Travel Rarely,592,Research & Development,7,3,59,Laboratory Technician,3,2,1,2
1344,37,0,Travel Rarely,783,Research & Development,7,4,78,Research Scientist,5,3,0,4
1345,35,0,Travel Rarely,219,Research & Development,16,2,44,Manufacturing Director,3,2,0,2
1346,45,0,Travel Rarely,556,Research & Development,25,2,93,Manufacturing Director,9,8,3,8
1347,36,0,Travel Frequently,1213,Human Resources,2,1,94,Human Resources,10,1,0,8
1348,40,0,Travel Rarely,1137,Research & Development,1,4,98,Manager,19,7,11,16
1349,26,0,Travel Rarely,482,Research & Development,1,2,90,Research Scientist,1,0,1,0
1350,27,0,Travel Rarely,511,Sales,2,2,89,Sales Executive,8,7,0,7
1351,48,0,Travel Frequently,117,Research & Development,22,3,58,Manager,22,17,4,7
1352,44,0,Travel Rarely,170,Research & Development,1,4,78,Healthcare Representative,2,0,2,2
1353,34,1,Non-Travel,967,Research & Development,16,4,85,Research Scientist,5,2,3,0
1354,56,1,Travel Rarely,1162,Research & Development,24,2,97,Laboratory Technician,4,2,1,0
1355,36,0,Travel Rarely,335,Sales,17,2,33,Sales Executive,4,2,1,3
1356,41,0,Travel Rarely,337,Sales,8,3,54,Sales Executive,5,4,1,4
1357,42,0,Travel Rarely,1396,Research & Development,6,3,83,Research Director,13,7,5,7
1358,31,0,Travel Rarely,1079,Sales,10,2,86,Sales Executive,5,2,1,4
1359,34,0,Travel Rarely,735,Sales,3,1,75,Sales Executive,4,2,0,1
1360,31,0,Travel Rarely,471,Research & Development,4,3,62,Laboratory Technician,2,2,2,2
1361,26,0,Travel Frequently,1096,Research & Development,6,3,61,Laboratory Technician,7,7,7,7
1362,45,0,Travel Frequently,1297,Research & Development,1,4,44,Healthcare Representative,4,2,0,3
1363,33,0,Travel Rarely,217,Sales,10,4,43,Sales Executive,10,4,0,9
1364,28,0,Travel Frequently,783,Sales,1,2,42,Sales Executive,7,7,0,7
1365,29,1,Travel Frequently,746,Sales,24,3,45,Sales Representative,1,0,0,0
1366,39,0,Non-Travel,1251,Sales,21,4,32,Sales Executive,3,2,1,2
1367,27,0,Travel Rarely,1354,Research & Development,2,4,41,Research Scientist,5,3,1,2
1368,34,0,Travel Frequently,735,Research & Development,22,4,86,Research Scientist,15,10,6,11
1369,28,1,Travel Rarely,1475,Sales,13,2,84,Sales Executive,2,0,2,2
1370,47,0,Non-Travel,1169,Research & Development,14,4,64,Research Scientist,8,7,1,7
1371,56,0,Travel Rarely,1443,Sales,11,5,89,Sales Executive,0,0,0,0
1372,39,0,Travel Rarely,867,Research & Development,9,2,87,Manufacturing Director,10,0,7,9
1373,38,0,Travel Frequently,1394,Research & Development,8,3,58,Research Scientist,20,11,0,7
1374,58,0,Travel Rarely,605,Sales,21,3,72,Manager,1,0,0,0
1375,32,1,Travel Frequently,238,Research & Development,5,2,47,Research Scientist,4,1,0,3
1376,38,0,Travel Rarely,1206,Research & Development,9,2,71,Research Scientist,5,2,0,3
1377,49,0,Travel Frequently,1064,Research & Development,2,1,42,Research Director,5,4,4,3
1378,42,0,Travel Rarely,419,Sales,12,4,77,Sales Executive,0,0,0,0
1379,27,1,Travel Frequently,1337,Human Resources,22,3,58,Human Resources,1,0,0,0
1380,35,0,Travel Rarely,682,Sales,18,4,71,Sales Executive,5,3,0,4
1381,28,0,Non-Travel,1103,Research & Development,16,3,49,Research Scientist,5,3,1,4
1382,31,0,Non-Travel,976,Research & Development,3,2,48,Research Scientist,4,2,2,3
1383,36,0,Non-Travel,1351,Research & Development,9,4,66,Laboratory Technician,5,4,0,2
1384,34,0,Travel Rarely,937,Sales,1,3,32,Sales Executive,14,8,2,1
1385,34,0,Travel Rarely,1239,Sales,13,4,39,Sales Executive,8,7,1,1
1386,26,0,Travel Rarely,157,Research & Development,1,3,95,Laboratory Technician,7,7,7,6
1387,29,0,Travel Rarely,136,Research & Development,1,3,89,Healthcare Representative,5,3,0,2
1388,32,0,Non-Travel,1146,Research & Development,15,4,34,Healthcare Representative,5,1,1,2
1389,31,0,Travel Frequently,1125,Research & Development,1,3,48,Research Scientist,10,8,8,7
1390,28,1,Travel Rarely,1404,Research & Development,17,3,32,Laboratory Technician,4,1,0,3
1391,38,0,Travel Rarely,1404,Sales,1,3,59,Sales Representative,1,0,0,0
1392,35,0,Travel Rarely,1224,Sales,7,4,55,Sales Executive,10,8,0,9
1393,27,0,Travel Rarely,954,Sales,9,3,44,Sales Executive,7,7,0,7
1394,32,0,Travel Rarely,1373,Research & Development,5,4,56,Manufacturing Director,1,0,0,0
1395,31,1,Travel Frequently,754,Sales,26,4,63,Sales Executive,10,7,0,8
1396,53,1,Travel Rarely,1168,Sales,24,4,66,Sales Executive,2,2,2,2
1397,54,0,Travel Rarely,155,Research & Development,9,2,67,Research Scientist,4,3,2,3
1398,33,0,Travel Frequently,1303,Research & Development,7,2,36,Healthcare Representative,9,7,2,8
1399,43,0,Travel Rarely,574,Research & Development,11,3,30,Healthcare Representative,10,9,0,9
1400,38,0,Travel Frequently,1444,Human Resources,1,4,88,Human Resources,6,2,1,2
1401,55,0,Travel Rarely,189,Human Resources,26,4,71,Manager,10,9,1,4
1402,31,0,Travel Rarely,1276,Research & Development,2,1,59,Laboratory Technician,1,0,0,0
1403,39,0,Travel Rarely,119,Sales,15,4,77,Sales Executive,20,8,11,10
1404,42,0,Non-Travel,335,Research & Development,23,2,37,Research Scientist,20,9,3,7
1405,31,0,Non-Travel,697,Research & Development,10,3,40,Research Director,11,7,4,8
1406,54,0,Travel Rarely,157,Research & Development,10,3,77,Manufacturing Director,5,2,1,4
1407,24,0,Travel Rarely,771,Research & Development,1,2,45,Healthcare Representative,4,3,1,2
1408,23,0,Travel Rarely,571,Research & Development,12,2,78,Laboratory Technician,5,2,1,4
1409,40,0,Travel Frequently,692,Research & Development,11,3,73,Laboratory Technician,10,9,9,4
1410,40,0,Travel Rarely,444,Sales,2,2,92,Sales Executive,11,8,5,10
1411,25,0,Travel Rarely,309,Human Resources,2,3,82,Human Resources,2,0,1,2
1412,30,0,Travel Rarely,911,Research & Development,1,2,76,Laboratory Technician,12,8,1,7
1413,25,0,Travel Rarely,977,Research & Development,2,1,57,Laboratory Technician,2,2,0,2
1414,47,0,Travel Rarely,1180,Research & Development,25,3,84,Healthcare Representative,17,14,12,11
1415,33,0,Non-Travel,1313,Research & Development,1,2,59,Laboratory Technician,1,1,0,0
1416,38,0,Travel Rarely,1321,Sales,1,4,86,Sales Executive,15,13,5,8
1417,31,0,Travel Rarely,1154,Sales,2,2,54,Sales Representative,2,2,1,2
1418,38,0,Travel Frequently,508,Research & Development,6,4,72,Manufacturing Director,8,3,7,7
1419,42,0,Travel Rarely,557,Research & Development,18,4,35,Research Scientist,4,3,1,2
1420,41,0,Travel Rarely,642,Research & Development,1,3,76,Research Scientist,5,3,1,0
1421,47,0,Non-Travel,1162,Research & Development,1,1,98,Research Director,13,8,5,12
1422,35,0,Travel Rarely,1490,Research & Development,11,4,43,Laboratory Technician,2,2,2,2
1423,22,0,Travel Rarely,581,Research & Development,1,2,63,Research Scientist,3,2,1,2
1424,35,0,Travel Rarely,1395,Research & Development,9,4,48,Research Scientist,10,7,0,8
1425,33,0,Travel Rarely,501,Research & Development,15,2,95,Healthcare Representative,9,7,8,1
1426,32,0,Travel Rarely,267,Research & Development,29,4,49,Laboratory Technician,6,2,4,1
1427,40,0,Travel Rarely,543,Research & Development,1,4,83,Laboratory Technician,1,0,0,0
1428,32,0,Travel Rarely,234,Sales,1,4,68,Sales Representative,2,2,2,2
1429,39,0,Travel Rarely,116,Research & Development,24,1,52,Research Scientist,7,7,1,7
1430,38,0,Travel Rarely,201,Research & Development,10,3,99,Research Director,18,16,1,11
1431,32,0,Travel Rarely,801,Sales,1,4,48,Sales Executive,14,10,5,7
1432,37,0,Travel Rarely,161,Research & Development,10,3,42,Research Director,16,11,6,8
1433,25,0,Travel Rarely,1382,Sales,8,2,85,Sales Executive,5,3,0,4
1434,52,0,Non-Travel,585,Sales,29,4,40,Sales Representative,9,8,0,0
1435,44,0,Travel Rarely,1037,Research & Development,1,3,42,Research Scientist,4,3,1,2
1436,21,0,Travel Rarely,501,Sales,5,1,58,Sales Representative,2,2,1,2
1437,39,0,Non-Travel,105,Research & Development,9,3,87,Manager,6,0,1,3
1438,23,1,Travel Frequently,638,Sales,9,3,33,Sales Representative,1,0,1,0
1439,36,0,Travel Rarely,557,Sales,3,3,94,Sales Executive,9,7,3,4
1440,36,0,Travel Frequently,688,Research & Development,4,2,97,Manufacturing Director,4,2,0,2
1441,56,0,Non-Travel,667,Research & Development,1,4,57,Healthcare Representative,13,12,1,9
1442,29,1,Travel Rarely,1092,Research & Development,1,4,36,Research Scientist,2,2,2,2
1443,42,0,Travel Rarely,300,Research & Development,2,3,56,Manager,22,6,4,14
1444,56,1,Travel Rarely,310,Research & Development,7,2,72,Laboratory Technician,10,9,9,8
1445,41,0,Travel Rarely,582,Research & Development,28,4,60,Manufacturing Director,20,7,0,10
1446,34,0,Travel Rarely,704,Sales,28,3,95,Sales Executive,8,7,1,7
1447,36,0,Non-Travel,301,Sales,15,4,88,Sales Executive,15,12,11,11
1448,41,0,Travel Rarely,930,Sales,3,3,57,Sales Executive,5,4,0,4
1449,32,0,Travel Rarely,529,Research & Development,2,3,78,Research Scientist,4,2,1,2
1450,35,0,Travel Rarely,1146,Human Resources,26,4,31,Human Resources,9,0,1,7
1451,38,0,Travel Rarely,345,Sales,10,2,100,Sales Executive,10,7,1,9
1452,50,1,Travel Frequently,878,Sales,1,4,94,Sales Executive,6,3,0,1
1453,36,0,Travel Rarely,1120,Sales,11,4,100,Sales Executive,6,3,0,0
1454,45,0,Travel Rarely,374,Sales,20,3,50,Sales Executive,5,3,0,1
1455,40,0,Travel Rarely,1322,Research & Development,2,4,52,Research Scientist,2,2,2,2
1456,35,0,Travel Frequently,1199,Research & Development,18,4,80,Healthcare Representative,10,2,0,2
1457,40,0,Travel Rarely,1194,Research & Development,2,4,98,Research Scientist,5,3,0,2
1458,35,0,Travel Rarely,287,Research & Development,1,4,62,Research Scientist,4,3,1,1
1459,29,0,Travel Rarely,1378,Research & Development,13,2,46,Laboratory Technician,4,3,0,3
1460,29,0,Travel Rarely,468,Research & Development,28,4,73,Research Scientist,5,4,0,4
1461,50,1,Travel Rarely,410,Sales,28,3,39,Sales Executive,3,2,2,0
1462,39,0,Travel Rarely,722,Sales,24,1,60,Sales Executive,20,9,9,6
1463,31,0,Non-Travel,325,Research & Development,5,3,74,Manufacturing Director,9,4,1,7
1464,26,0,Travel Rarely,1167,Sales,5,3,30,Sales Representative,4,2,0,0
1465,36,0,Travel Frequently,884,Research & Development,23,2,41,Laboratory Technician,5,2,0,3
1466,39,0,Travel Rarely,613,Research & Development,6,1,42,Healthcare Representative,7,7,1,7
1467,27,0,Travel Rarely,155,Research & Development,4,3,87,Manufacturing Director,6,2,0,3
1468,49,0,Travel Frequently,1023,Sales,2,3,63,Sales Executive,9,6,0,8
1469,34,0,Travel Rarely,628,Research & Development,8,3,82,Laboratory Technician,4,3,1,2
